date,wp1,wp2,wp3,wp4,wp5,wp6
2009090705,0.354,0.04,0.09,0.347,0.306,0.15
2009090706,0.354,0.01,0.058,0.375,0.287,0.185
2009090707,0.354,0.0,0.026,0.336,0.267,0.15
2009090708,0.278,0.0,0.037,0.303,0.109,0.11
2009090709,0.202,0.005,0.032,0.237,0.03,0.12
2009090710,0.202,0.02,0.021,0.231,0.03,0.1
2009090711,0.177,0.025,0.032,0.176,0.069,0.1
2009090712,0.177,0.04,0.032,0.176,0.059,0.105
2009090713,0.126,0.02,0.032,0.143,0.01,0.08
2009090714,0.025,0.02,0.011,0.011,0.0,0.01
2009090715,0.0,0.03,0.0,0.0,0.0,0.005
2009090716,0.0,0.02,0.0,0.006,0.0,0.045
2009090717,0.0,0.005,0.0,0.0,0.02,0.035
2009090718,0.0,0.01,0.0,0.0,0.049,0.025
2009090719,0.0,0.0,0.0,0.011,0.069,0.015
2009090720,0.0,0.0,0.0,0.022,0.04,0.01
2009090721,0.0,0.0,0.0,0.022,0.109,0.005
2009090722,0.0,0.0,0.0,0.055,0.148,0.0
2009090723,0.0,0.0,0.0,0.022,0.079,0.005
2009090800,0.025,0.0,0.0,0.017,0.099,0.025
2009090801,0.051,0.0,0.0,0.099,0.128,0.05
2009090802,0.076,0.0,0.0,0.171,0.04,0.05
2009090803,0.177,0.0,0.0,0.127,0.03,0.03
2009090804,0.227,0.0,0.0,0.055,0.01,0.005
2009090805,0.202,0.0,0.0,0.055,0.03,0.0
2009090806,0.177,0.0,0.0,0.055,0.03,0.0
2009090807,0.227,0.0,0.0,0.022,0.04,0.0
2009090808,0.177,0.0,0.0,0.006,0.069,0.0
2009090809,0.101,0.02,0.0,0.006,0.178,0.025
2009090810,0.101,0.015,0.0,0.0,0.198,0.05
2009090811,0.101,0.0,0.0,0.0,0.277,0.06
2009090812,0.152,0.0,0.0,0.0,0.267,0.08
2009090813,0.152,0.0,0.0,0.011,0.247,0.09
2009090814,0.051,0.0,0.0,0.006,0.287,0.055
2009090815,0.051,0.0,0.0,0.0,0.237,0.07
2009090816,0.051,0.0,0.0,0.039,0.188,0.1
2009090817,0.025,0.0,0.0,0.022,0.198,0.07
2009090818,0.025,0.0,0.0,0.011,0.168,0.035
2009090819,0.0,0.0,0.0,0.011,0.158,0.005
2009090820,0.0,0.0,0.0,0.05,0.158,0.015
2009090821,0.0,0.005,0.0,0.05,0.178,0.03
2009090822,0.0,0.005,0.0,0.077,0.168,0.03
2009090823,0.0,0.0,0.0,0.105,0.188,0.05
2009090900,0.0,0.005,0.0,0.127,0.148,0.07
2009090901,0.0,0.005,0.0,0.193,0.109,0.095
2009090902,0.025,0.02,0.0,0.231,0.148,0.11
2009090903,0.126,0.187,0.0,0.193,0.158,0.145
2009090904,0.152,0.248,0.0,0.187,0.208,0.185
2009090905,0.126,0.263,0.0,0.182,0.277,0.241
2009090906,0.227,0.207,0.0,0.198,0.247,0.226
2009090907,0.328,0.202,0.0,0.127,0.128,0.206
2009090908,0.455,0.152,0.005,0.099,0.099,0.236
2009090909,0.379,0.202,0.005,0.127,0.099,0.236
2009090910,0.303,0.207,0.079,0.132,0.069,0.18
2009090911,0.177,0.248,0.069,0.116,0.089,0.115
2009090912,0.025,0.212,0.069,0.121,0.119,0.06
2009090913,0.025,0.202,0.037,0.039,0.119,0.01
2009090914,0.0,0.212,0.0,0.0,0.099,0.005
2009090915,0.0,0.273,0.005,0.0,0.198,0.0
2009090916,0.0,0.212,0.011,0.0,0.237,0.0
2009090917,0.0,0.167,0.026,0.006,0.168,0.015
2009090918,0.0,0.308,0.005,0.017,0.128,0.055
2009090919,0.025,0.313,0.005,0.088,0.178,0.045
2009090920,0.101,0.288,0.0,0.154,0.178,0.05
2009090921,0.025,0.258,0.005,0.149,0.158,0.08
2009090922,0.0,0.228,0.032,0.105,0.198,0.06
2009090923,0.025,0.202,0.063,0.044,0.188,0.055
2009091000,0.101,0.288,0.148,0.066,0.257,0.085
2009091001,0.101,0.303,0.254,0.116,0.346,0.105
2009091002,0.152,0.248,0.222,0.154,0.385,0.085
2009091003,0.227,0.258,0.265,0.298,0.356,0.115
2009091004,0.328,0.258,0.354,0.391,0.217,0.18
2009091005,0.379,0.172,0.434,0.402,0.277,0.241
2009091006,0.556,0.046,0.455,0.402,0.316,0.331
2009091007,0.581,0.0,0.444,0.446,0.267,0.286
2009091008,0.53,0.0,0.392,0.446,0.237,0.296
2009091009,0.53,0.0,0.365,0.369,0.287,0.211
2009091010,0.455,0.015,0.302,0.386,0.247,0.185
2009091011,0.354,0.025,0.243,0.336,0.188,0.18
2009091012,0.278,0.076,0.291,0.176,0.138,0.14
2009091013,0.202,0.248,0.243,0.105,0.089,0.095
2009091014,0.101,0.485,0.116,0.055,0.03,0.05
2009091015,0.025,0.49,0.095,0.006,0.049,0.04
2009091016,0.0,0.369,0.063,0.0,0.089,0.04
2009091017,0.0,0.187,0.069,0.006,0.069,0.095
2009091018,0.0,0.142,0.074,0.0,0.03,0.115
2009091019,0.0,0.051,0.09,0.006,0.02,0.135
2009091020,0.0,0.025,0.101,0.011,0.03,0.1
2009091021,0.0,0.01,0.111,0.028,0.01,0.09
2009091022,0.0,0.005,0.153,0.006,0.01,0.115
2009091023,0.0,0.0,0.153,0.0,0.02,0.155
2009091100,0.0,0.01,0.159,0.017,0.049,0.211
2009091101,0.253,0.076,0.275,0.287,0.069,0.226
2009091102,0.404,0.066,0.296,0.369,0.109,0.316
2009091103,0.53,0.076,0.323,0.43,0.188,0.195
2009091104,0.429,0.051,0.376,0.496,0.168,0.11
2009091105,0.429,0.035,0.365,0.38,0.168,0.1
2009091106,0.404,0.015,0.296,0.43,0.138,0.085
2009091107,0.354,0.025,0.286,0.397,0.178,0.065
2009091108,0.278,0.152,0.275,0.336,0.138,0.11
2009091109,0.227,0.137,0.275,0.364,0.049,0.201
2009091110,0.227,0.071,0.333,0.253,0.01,0.221
2009091111,0.202,0.02,0.365,0.391,0.0,0.185
2009091112,0.202,0.0,0.423,0.358,0.0,0.195
2009091113,0.152,0.01,0.365,0.127,0.0,0.16
2009091114,0.152,0.02,0.222,0.028,0.01,0.075
2009091115,0.051,0.071,0.09,0.006,0.0,0.085
2009091116,0.0,0.096,0.048,0.0,0.01,0.115
2009091117,0.0,0.162,0.032,0.0,0.02,0.08
2009091118,0.0,0.162,0.005,0.0,0.099,0.03
2009091119,0.0,0.157,0.016,0.011,0.208,0.01
2009091120,0.0,0.162,0.026,0.006,0.217,0.015
2009091121,0.0,0.142,0.026,0.0,0.208,0.005
2009091122,0.0,0.137,0.016,0.0,0.148,0.0
2009091123,0.025,0.111,0.09,0.0,0.198,0.01
2009091200,0.025,0.172,0.138,0.0,0.208,0.0
2009091201,0.0,0.217,0.196,0.0,0.375,0.005
2009091202,0.0,0.187,0.196,0.0,0.306,0.0
2009091203,0.0,0.142,0.206,0.0,0.168,0.0
2009091204,0.0,0.126,0.19,0.022,0.138,0.0
2009091205,0.0,0.131,0.233,0.0,0.04,0.0
2009091206,0.0,0.081,0.196,0.0,0.0,0.005
2009091207,0.0,0.061,0.143,0.0,0.0,0.06
2009091208,0.0,0.071,0.122,0.0,0.03,0.12
2009091209,0.0,0.096,0.079,0.0,0.138,0.155
2009091210,0.0,0.116,0.042,0.0,0.217,0.18
2009091211,0.0,0.106,0.016,0.0,0.227,0.226
2009091212,0.025,0.121,0.005,0.0,0.257,0.206
2009091213,0.051,0.106,0.0,0.006,0.277,0.13
2009091214,0.051,0.081,0.0,0.011,0.138,0.045
2009091215,0.051,0.051,0.0,0.077,0.089,0.135
2009091216,0.025,0.04,0.0,0.083,0.069,0.105
2009091217,0.025,0.035,0.0,0.011,0.049,0.055
2009091218,0.051,0.01,0.0,0.033,0.01,0.025
2009091219,0.278,0.005,0.005,0.132,0.02,0.005
2009091220,0.379,0.01,0.026,0.209,0.02,0.0
2009091221,0.354,0.0,0.011,0.193,0.02,0.01
2009091222,0.278,0.0,0.0,0.11,0.03,0.0
2009091223,0.202,0.0,0.005,0.171,0.02,0.005
2009091300,0.126,0.0,0.037,0.094,0.109,0.075
2009091301,0.051,0.0,0.095,0.055,0.128,0.095
2009091302,0.0,0.015,0.101,0.017,0.148,0.14
2009091303,0.0,0.01,0.079,0.017,0.119,0.256
2009091304,0.0,0.01,0.021,0.006,0.089,0.291
2009091305,0.0,0.035,0.011,0.0,0.069,0.261
2009091306,0.0,0.071,0.016,0.044,0.059,0.211
2009091307,0.0,0.046,0.026,0.121,0.04,0.266
2009091308,0.0,0.03,0.005,0.16,0.03,0.336
2009091309,0.0,0.066,0.0,0.143,0.02,0.441
2009091310,0.025,0.106,0.0,0.099,0.03,0.391
2009091311,0.025,0.126,0.0,0.072,0.03,0.311
2009091312,0.051,0.081,0.0,0.061,0.04,0.17
2009091313,0.025,0.035,0.0,0.072,0.03,0.1
2009091314,0.025,0.025,0.0,0.066,0.049,0.1
2009091315,0.025,0.01,0.0,0.033,0.03,0.065
2009091316,0.025,0.0,0.026,0.011,0.01,0.11
2009091317,0.101,0.01,0.058,0.044,0.02,0.16
2009091318,0.101,0.131,0.127,0.05,0.049,0.15
2009091319,0.101,0.086,0.18,0.11,0.03,0.11
2009091320,0.126,0.066,0.153,0.121,0.059,0.09
2009091321,0.051,0.061,0.132,0.088,0.079,0.1
2009091322,0.051,0.101,0.233,0.072,0.099,0.12
2009091323,0.0,0.126,0.307,0.017,0.059,0.115
2009091400,0.0,0.086,0.328,0.0,0.04,0.105
2009091401,0.0,0.02,0.233,0.0,0.079,0.095
2009091402,0.0,0.015,0.169,0.0,0.069,0.105
2009091403,0.0,0.03,0.19,0.0,0.01,0.115
2009091404,0.0,0.03,0.132,0.0,0.0,0.1
2009091405,0.0,0.121,0.116,0.0,0.0,0.085
2009091406,0.0,0.091,0.106,0.017,0.0,0.1
2009091407,0.0,0.081,0.106,0.044,0.0,0.065
2009091408,0.0,0.051,0.132,0.105,0.0,0.06
2009091409,0.0,0.02,0.101,0.198,0.049,0.085
2009091410,0.0,0.005,0.085,0.187,0.069,0.085
2009091411,0.076,0.0,0.048,0.209,0.069,0.195
2009091412,0.152,0.0,0.026,0.292,0.02,0.175
2009091413,0.126,0.02,0.032,0.298,0.04,0.221
2009091414,0.152,0.035,0.026,0.204,0.01,0.331
2009091415,0.152,0.096,0.053,0.204,0.01,0.331
2009091416,0.126,0.187,0.079,0.231,0.04,0.441
2009091417,0.076,0.243,0.19,0.143,0.089,0.516
2009091418,0.051,0.248,0.243,0.099,0.089,0.536
2009091419,0.0,0.384,0.259,0.154,0.168,0.511
2009091420,0.0,0.592,0.259,0.138,0.168,0.461
2009091421,0.0,0.586,0.243,0.066,0.109,0.451
2009091422,0.0,0.571,0.222,0.022,0.188,0.341
2009091423,0.0,0.384,0.238,0.017,0.119,0.195
2009091500,0.0,0.263,0.228,0.044,0.02,0.075
2009091501,0.0,0.329,0.159,0.11,0.0,0.14
2009091502,0.0,0.485,0.206,0.165,0.0,0.195
2009091503,0.0,0.425,0.106,0.154,0.04,0.251
2009091504,0.0,0.303,0.095,0.16,0.109,0.306
2009091505,0.0,0.162,0.074,0.121,0.198,0.251
2009091506,0.025,0.04,0.032,0.061,0.336,0.201
2009091507,0.101,0.0,0.005,0.094,0.296,0.16
2009091508,0.152,0.025,0.011,0.044,0.217,0.09
2009091509,0.101,0.015,0.026,0.022,0.425,0.03
2009091510,0.051,0.025,0.011,0.0,0.336,0.04
2009091511,0.0,0.106,0.0,0.0,0.158,0.035
2009091512,0.0,0.233,0.0,0.011,0.089,0.05
2009091513,0.0,0.243,0.005,0.044,0.02,0.035
2009091514,0.0,0.334,0.005,0.028,0.0,0.035
2009091515,0.0,0.217,0.005,0.006,0.0,0.02
2009091516,0.0,0.177,0.011,0.0,0.0,0.045
2009091517,0.025,0.172,0.016,0.028,0.0,0.045
2009091518,0.025,0.157,0.042,0.066,0.02,0.06
2009091519,0.051,0.147,0.011,0.215,0.049,0.125
2009091520,0.202,0.131,0.005,0.182,0.04,0.135
2009091521,0.253,0.162,0.042,0.248,0.02,0.231
2009091522,0.278,0.207,0.18,0.226,0.0,0.226
2009091523,0.202,0.172,0.222,0.182,0.02,0.185
2009091600,0.227,0.162,0.222,0.226,0.188,0.17
2009091601,0.303,0.152,0.185,0.364,0.227,0.261
2009091602,0.354,0.116,0.233,0.353,0.277,0.306
2009091603,0.227,0.137,0.196,0.204,0.494,0.306
2009091604,0.152,0.177,0.164,0.182,0.316,0.241
2009091605,0.126,0.152,0.212,0.347,0.287,0.19
2009091606,0.177,0.131,0.132,0.292,0.464,0.17
2009091607,0.101,0.111,0.122,0.215,0.435,0.18
2009091608,0.152,0.147,0.085,0.138,0.435,0.125
2009091609,0.278,0.217,0.037,0.149,0.296,0.135
2009091610,0.253,0.243,0.058,0.105,0.267,0.105
2009091611,0.253,0.238,0.021,0.149,0.316,0.14
2009091612,0.278,0.313,0.032,0.143,0.445,0.115
2009091613,0.152,0.384,0.016,0.055,0.395,0.035
2009091614,0.101,0.521,0.0,0.039,0.287,0.015
2009091615,0.126,0.662,0.0,0.138,0.385,0.07
2009091616,0.126,0.672,0.0,0.209,0.405,0.201
2009091617,0.126,0.642,0.005,0.187,0.385,0.256
2009091618,0.076,0.495,0.0,0.187,0.435,0.261
2009091619,0.025,0.41,0.0,0.176,0.504,0.226
2009091620,0.025,0.339,0.0,0.16,0.474,0.195
2009091621,0.025,0.303,0.0,0.121,0.356,0.12
2009091622,0.025,0.238,0.0,0.094,0.395,0.08
2009091623,0.051,0.238,0.0,0.127,0.316,0.045
2009091700,0.076,0.303,0.005,0.143,0.287,0.075
2009091701,0.202,0.43,0.021,0.138,0.316,0.12
2009091702,0.227,0.46,0.063,0.127,0.296,0.165
2009091703,0.177,0.344,0.042,0.121,0.464,0.301
2009091704,0.278,0.253,0.111,0.094,0.425,0.18
2009091705,0.354,0.172,0.19,0.11,0.366,0.14
2009091706,0.278,0.106,0.212,0.264,0.395,0.05
2009091707,0.126,0.066,0.164,0.27,0.395,0.04
2009091708,0.379,0.04,0.238,0.353,0.356,0.105
2009091709,0.303,0.03,0.265,0.292,0.257,0.055
2009091710,0.354,0.02,0.243,0.226,0.287,0.04
2009091711,0.303,0.005,0.19,0.121,0.346,0.025
2009091712,0.227,0.005,0.138,0.099,0.395,0.005
2009091713,0.126,0.005,0.18,0.033,0.267,0.0
2009091714,0.0,0.0,0.106,0.0,0.109,0.0
2009091715,0.0,0.086,0.079,0.0,0.089,0.0
2009091716,0.0,0.197,0.037,0.0,0.109,0.0
2009091717,0.0,0.243,0.037,0.0,0.188,0.0
2009091718,0.025,0.157,0.032,0.0,0.217,0.0
2009091719,0.051,0.167,0.016,0.022,0.178,0.0
2009091720,0.051,0.162,0.032,0.017,0.148,0.0
2009091721,0.0,0.131,0.011,0.011,0.119,0.0
2009091722,0.0,0.126,0.042,0.0,0.059,0.0
2009091723,0.0,0.131,0.058,0.0,0.02,0.0
2009091800,0.0,0.182,0.085,0.0,0.0,0.015
2009091801,0.0,0.222,0.122,0.0,0.0,0.02
2009091802,0.0,0.217,0.085,0.006,0.0,0.14
2009091803,0.0,0.258,0.127,0.066,0.0,0.07
2009091804,0.0,0.187,0.132,0.182,0.0,0.095
2009091805,0.051,0.137,0.074,0.364,0.0,0.195
2009091806,0.152,0.192,0.111,0.441,0.0,0.376
2009091807,0.126,0.116,0.143,0.474,0.01,0.351
2009091808,0.177,0.131,0.106,0.391,0.03,0.536
2009091809,0.227,0.167,0.069,0.309,0.049,0.541
2009091810,0.126,0.384,0.037,0.182,0.168,0.501
2009091811,0.152,0.465,0.111,0.154,0.247,0.396
2009091812,0.152,0.506,0.063,0.193,0.138,0.286
2009091813,0.152,0.617,0.037,0.127,0.119,0.206
2009091814,0.152,0.556,0.048,0.309,0.069,0.226
2009091815,0.152,0.475,0.063,0.369,0.109,0.406
2009091816,0.177,0.197,0.058,0.231,0.188,0.326
2009091817,0.152,0.167,0.053,0.303,0.158,0.331
2009091818,0.429,0.202,0.042,0.32,0.119,0.416
2009091819,0.455,0.298,0.053,0.314,0.089,0.451
2009091820,0.429,0.217,0.063,0.336,0.059,0.416
2009091821,0.354,0.268,0.074,0.314,0.336,0.336
2009091822,0.404,0.349,0.095,0.165,0.573,0.291
2009091823,0.278,0.45,0.074,0.099,0.553,0.291
2009091900,0.253,0.389,0.037,0.055,0.375,0.226
2009091901,0.278,0.359,0.011,0.066,0.306,0.231
2009091902,0.303,0.384,0.016,0.028,0.425,0.195
2009091903,0.278,0.415,0.069,0.055,0.593,0.195
2009091904,0.278,0.238,0.111,0.187,0.662,0.256
2009091905,0.152,0.202,0.164,0.303,0.553,0.306
2009091906,0.076,0.137,0.249,0.193,0.494,0.175
2009091907,0.126,0.126,0.302,0.083,0.326,0.115
2009091908,0.126,0.071,0.365,0.006,0.287,0.05
2009091909,0.227,0.076,0.354,0.0,0.237,0.005
2009091910,0.328,0.056,0.265,0.0,0.188,0.015
2009091911,0.227,0.046,0.291,0.022,0.178,0.03
2009091912,0.202,0.066,0.312,0.028,0.168,0.015
2009091913,0.101,0.071,0.243,0.011,0.158,0.0
2009091914,0.0,0.051,0.095,0.0,0.069,0.0
2009091915,0.0,0.005,0.026,0.0,0.079,0.0
2009091916,0.0,0.0,0.037,0.0,0.099,0.0
2009091917,0.0,0.0,0.021,0.0,0.069,0.0
2009091918,0.0,0.01,0.005,0.0,0.099,0.0
2009091919,0.0,0.035,0.011,0.0,0.148,0.0
2009091920,0.025,0.056,0.005,0.0,0.208,0.0
2009091921,0.0,0.066,0.005,0.0,0.208,0.0
2009091922,0.0,0.056,0.016,0.011,0.217,0.005
2009091923,0.0,0.061,0.053,0.0,0.188,0.005
2009092000,0.0,0.071,0.138,0.006,0.227,0.005
2009092001,0.025,0.076,0.302,0.0,0.247,0.035
2009092002,0.051,0.086,0.407,0.0,0.257,0.06
2009092003,0.0,0.071,0.354,0.0,0.168,0.065
2009092004,0.0,0.015,0.28,0.0,0.109,0.02
2009092005,0.051,0.0,0.206,0.0,0.059,0.035
2009092006,0.177,0.0,0.222,0.044,0.059,0.02
2009092007,0.202,0.0,0.169,0.309,0.059,0.035
2009092008,0.126,0.0,0.095,0.38,0.049,0.035
2009092009,0.152,0.0,0.127,0.187,0.02,0.04
2009092010,0.101,0.0,0.111,0.187,0.0,0.06
2009092011,0.152,0.015,0.074,0.176,0.02,0.07
2009092012,0.202,0.035,0.069,0.209,0.04,0.095
2009092013,0.126,0.051,0.074,0.121,0.069,0.045
2009092014,0.0,0.04,0.063,0.033,0.03,0.015
2009092015,0.0,0.02,0.011,0.0,0.069,0.0
2009092016,0.0,0.0,0.005,0.0,0.089,0.0
2009092017,0.0,0.0,0.048,0.0,0.099,0.0
2009092018,0.0,0.005,0.074,0.0,0.138,0.005
2009092019,0.0,0.0,0.074,0.006,0.247,0.02
2009092020,0.0,0.0,0.085,0.006,0.306,0.04
2009092021,0.0,0.0,0.175,0.0,0.336,0.045
2009092022,0.0,0.0,0.243,0.0,0.296,0.05
2009092023,0.0,0.0,0.28,0.0,0.375,0.09
2009092100,0.051,0.0,0.545,0.0,0.464,0.145
2009092101,0.303,0.0,0.683,0.088,0.435,0.175
2009092102,0.429,0.0,0.556,0.485,0.326,0.231
2009092103,0.53,0.0,0.635,0.435,0.208,0.276
2009092104,0.556,0.046,0.714,0.43,0.158,0.376
2009092105,0.657,0.061,0.614,0.479,0.316,0.371
2009092106,0.606,0.03,0.746,0.573,0.464,0.346
2009092107,0.631,0.035,0.794,0.612,0.573,0.366
2009092108,0.606,0.046,0.81,0.59,0.662,0.331
2009092109,0.556,0.03,0.794,0.512,0.702,0.316
2009092110,0.53,0.025,0.73,0.573,0.672,0.326
2009092111,0.657,0.03,0.746,0.512,0.504,0.271
2009092112,0.53,0.025,0.778,0.512,0.642,0.271
2009092113,0.606,0.01,0.746,0.623,0.534,0.296
2009092114,0.682,0.005,0.788,0.727,0.543,0.276
2009092115,0.606,0.02,0.905,0.716,0.504,0.286
2009092116,0.505,0.02,0.82,0.667,0.514,0.286
2009092117,0.379,0.025,0.476,0.556,0.375,0.306
2009092118,0.303,0.025,0.291,0.496,0.267,0.266
2009092119,0.278,0.061,0.116,0.298,0.198,0.241
2009092120,0.253,0.086,0.085,0.298,0.247,0.261
2009092121,0.152,0.101,0.122,0.397,0.257,0.251
2009092122,0.429,0.207,0.074,0.325,0.425,0.211
2009092123,0.404,0.298,0.037,0.364,0.781,0.281
2009092200,0.379,0.303,0.111,0.43,0.613,0.276
2009092201,0.48,0.313,0.069,0.441,0.563,0.296
2009092202,0.505,0.561,0.037,0.479,0.613,0.326
2009092203,0.455,0.677,0.042,0.419,0.474,0.311
2009092204,0.404,0.728,0.011,0.435,0.484,0.351
2009092205,0.455,0.733,0.011,0.435,0.326,0.306
2009092206,0.505,0.536,0.016,0.369,0.267,0.366
2009092207,0.455,0.425,0.026,0.474,0.336,0.296
2009092208,0.379,0.612,0.037,0.424,0.198,0.271
2009092209,0.328,0.748,0.016,0.149,0.168,0.216
2009092210,0.303,0.718,0.011,0.033,0.148,0.231
2009092211,0.177,0.738,0.005,0.0,0.059,0.17
2009092212,0.051,0.586,0.0,0.0,0.059,0.15
2009092213,0.0,0.455,0.0,0.0,0.04,0.095
2009092214,0.0,0.475,0.011,0.0,0.049,0.065
2009092215,0.0,0.617,0.058,0.0,0.128,0.08
2009092216,0.0,0.592,0.053,0.0,0.158,0.11
2009092217,0.051,0.49,0.026,0.022,0.099,0.095
2009092218,0.051,0.521,0.048,0.039,0.148,0.115
2009092219,0.051,0.445,0.042,0.132,0.128,0.145
2009092220,0.025,0.399,0.011,0.176,0.099,0.105
2009092221,0.0,0.313,0.042,0.138,0.119,0.115
2009092222,0.0,0.263,0.042,0.066,0.247,0.165
2009092223,0.0,0.278,0.058,0.006,0.257,0.185
2009092300,0.0,0.248,0.122,0.0,0.277,0.18
2009092301,0.101,0.167,0.111,0.0,0.247,0.15
2009092302,0.227,0.258,0.101,0.061,0.366,0.14
2009092303,0.303,0.349,0.079,0.264,0.445,0.165
2009092304,0.278,0.46,0.085,0.231,0.474,0.236
2009092305,0.227,0.516,0.042,0.198,0.464,0.206
2009092306,0.227,0.364,0.0,0.264,0.474,0.211
2009092307,0.303,0.44,0.011,0.287,0.455,0.241
2009092308,0.379,0.485,0.0,0.298,0.326,0.221
2009092309,0.48,0.334,0.016,0.347,0.128,0.246
2009092310,0.505,0.354,0.074,0.457,0.128,0.261
2009092311,0.556,0.394,0.085,0.601,0.168,0.301
2009092312,0.404,0.42,0.048,0.474,0.148,0.321
2009092313,0.404,0.44,0.148,0.353,0.208,0.301
2009092314,0.354,0.506,0.238,0.435,0.138,0.296
2009092315,0.303,0.612,0.175,0.242,0.168,0.286
2009092316,0.126,0.703,0.116,0.072,0.119,0.466
2009092317,0.101,0.763,0.212,0.198,0.237,0.451
2009092318,0.126,0.768,0.28,0.231,0.158,0.296
2009092319,0.101,0.733,0.429,0.231,0.158,0.256
2009092320,0.152,0.637,0.333,0.132,0.208,0.261
2009092321,0.202,0.622,0.291,0.132,0.178,0.396
2009092322,0.076,0.602,0.243,0.116,0.148,0.391
2009092323,0.0,0.354,0.222,0.127,0.158,0.346
2009092400,0.025,0.187,0.233,0.077,0.138,0.291
2009092401,0.076,0.121,0.296,0.066,0.178,0.226
2009092402,0.025,0.152,0.249,0.127,0.138,0.231
2009092403,0.025,0.177,0.159,0.231,0.099,0.17
2009092404,0.0,0.228,0.085,0.242,0.059,0.105
2009092405,0.025,0.233,0.079,0.209,0.01,0.055
2009092406,0.101,0.142,0.085,0.198,0.069,0.07
2009092407,0.076,0.106,0.042,0.066,0.138,0.04
2009092408,0.051,0.061,0.016,0.006,0.119,0.005
2009092409,0.076,0.046,0.0,0.0,0.049,0.0
2009092410,0.051,0.025,0.0,0.006,0.079,0.0
2009092411,0.0,0.046,0.0,0.028,0.089,0.03
2009092412,0.0,0.056,0.0,0.176,0.099,0.05
2009092413,0.0,0.015,0.021,0.204,0.089,0.035
2009092414,0.025,0.0,0.021,0.171,0.049,0.01
2009092415,0.101,0.0,0.0,0.116,0.03,0.005
2009092416,0.076,0.0,0.0,0.039,0.03,0.0
2009092417,0.025,0.015,0.011,0.0,0.04,0.0
2009092418,0.0,0.02,0.011,0.0,0.04,0.005
2009092419,0.076,0.051,0.016,0.05,0.03,0.045
2009092420,0.202,0.121,0.005,0.05,0.069,0.05
2009092421,0.152,0.096,0.026,0.039,0.079,0.12
2009092422,0.051,0.04,0.005,0.017,0.069,0.14
2009092423,0.0,0.005,0.0,0.055,0.158,0.075
2009092500,0.101,0.04,0.0,0.099,0.168,0.16
2009092501,0.202,0.056,0.0,0.061,0.138,0.221
2009092502,0.278,0.04,0.005,0.006,0.158,0.12
2009092503,0.278,0.035,0.079,0.0,0.247,0.16
2009092504,0.379,0.015,0.19,0.0,0.277,0.155
2009092505,0.278,0.005,0.243,0.0,0.168,0.206
2009092506,0.227,0.399,0.354,0.0,0.188,0.12
2009092507,0.253,0.445,0.302,0.011,0.267,0.09
2009092508,0.278,0.536,0.381,0.127,0.346,0.135
2009092509,0.253,0.688,0.561,0.397,0.455,0.241
2009092510,0.354,0.45,0.635,0.419,0.445,0.226
2009092511,0.505,0.288,0.603,0.353,0.573,0.17
2009092512,0.379,0.288,0.598,0.275,0.553,0.221
2009092513,0.303,0.324,0.64,0.32,0.445,0.221
2009092514,0.303,0.212,0.646,0.215,0.781,0.261
2009092515,0.303,0.162,0.688,0.242,0.721,0.175
2009092516,0.152,0.126,0.677,0.176,0.751,0.125
2009092517,0.051,0.096,0.624,0.077,0.731,0.095
2009092518,0.051,0.066,0.635,0.061,0.791,0.065
2009092519,0.051,0.061,0.54,0.011,0.81,0.04
2009092520,0.025,0.061,0.545,0.0,0.751,0.05
2009092521,0.0,0.056,0.529,0.0,0.791,0.05
2009092522,0.025,0.046,0.603,0.0,0.711,0.04
2009092523,0.126,0.061,0.587,0.0,0.682,0.065
2009092600,0.278,0.202,0.646,0.055,0.721,0.13
2009092601,0.379,0.243,0.746,0.281,0.85,0.195
2009092602,0.429,0.172,0.82,0.347,0.909,0.261
2009092603,0.404,0.212,0.884,0.336,0.909,0.356
2009092604,0.505,0.298,0.894,0.424,0.87,0.251
2009092605,0.53,0.167,0.762,0.336,0.83,0.286
2009092606,0.556,0.061,0.656,0.303,0.771,0.316
2009092607,0.53,0.192,0.63,0.364,0.534,0.351
2009092608,0.429,0.278,0.64,0.292,0.326,0.286
2009092609,0.328,0.349,0.561,0.204,0.198,0.351
2009092610,0.328,0.46,0.519,0.281,0.148,0.296
2009092611,0.429,0.435,0.444,0.281,0.109,0.246
2009092612,0.328,0.475,0.254,0.193,0.089,0.16
2009092613,0.253,0.516,0.175,0.11,0.148,0.11
2009092614,0.126,0.753,0.095,0.011,0.148,0.055
2009092615,0.152,0.849,0.069,0.0,0.208,0.075
2009092616,0.051,0.804,0.069,0.0,0.178,0.14
2009092617,0.025,0.794,0.063,0.0,0.178,0.1
2009092618,0.025,0.647,0.058,0.0,0.109,0.115
2009092619,0.051,0.693,0.132,0.0,0.049,0.065
2009092620,0.025,0.728,0.111,0.0,0.03,0.105
2009092621,0.051,0.718,0.175,0.011,0.04,0.13
2009092622,0.0,0.804,0.18,0.028,0.03,0.115
2009092623,0.0,0.834,0.27,0.0,0.03,0.135
2009092700,0.0,0.9,0.296,0.0,0.01,0.11
2009092701,0.025,0.849,0.328,0.0,0.01,0.075
2009092702,0.051,0.854,0.302,0.0,0.01,0.085
2009092703,0.051,0.728,0.217,0.039,0.01,0.09
2009092704,0.025,0.758,0.185,0.028,0.01,0.06
2009092705,0.025,0.799,0.159,0.017,0.01,0.02
